日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/07/09,卖出,中矿资源(002738),8800,35300,60.4,50.00,120.8,高估,当前价格高估20.8%，存在估值风险,531520.0,1169.34,转现金,60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/09/17,买入,人福医药(600079),55600,55600,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,1086980.0,1326.12,现金买入,19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2021/12/10,卖出,中矿资源(002738),7000,28300,75.77,50.00,151.5,高估,当前价格高估51.5%，存在估值风险,530390.0,1166.86,转现金,75.77,68.2,6.0661,5.678,0.3881,72.77,60.81,48.85,961250,1.33,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2023/06/21,买入,神火股份(000933),37600,226000,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,489176.0,587.01,持仓增持,13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/06/30,买入,神火股份(000933),45200,271200,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,587600.0,705.12,持仓增持,13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/12/01,卖出,淮北矿业(600985),24800,99600,16.17,20.00,80.8,低估,当前价格低估19.2%，但未达到安全边际要求,401016.0,890.26,转现金,16.17,75.28,0.6451,0.2989,0.3462,15.82,13.35,10.89,1322435,1.42,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/01/26,卖出,淮北矿业(600985),19900,79700,17.57,20.00,87.8,低估,当前价格低估12.2%，但未达到安全边际要求,349643.0,776.21,转现金,17.57,70.44,1.1338,0.92,0.2139,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/01/26,买入,安井食品(603345),15400,15400,81.5,126.00,64.7,低估,当前价格低估35.3%，符合安全边际要求,1255100.0,1531.22,现金买入,81.5,25.02,-13.6864,-11.8602,-1.8262,141.49,112.57,83.64,519030,2.18,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/02,买入,中矿资源(002738),6100,36709,29.52,50.00,59.0,低估,当前价格低估41.0%，符合安全边际要求,180072.0,216.09,持仓增持,29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,买入,赣锋锂业(002460),29300,29300,33.16,50.00,66.3,低估,当前价格低估33.7%，符合安全边际要求,971588.0,1165.91,现金买入,33.16,27.39,-4.6746,-4.9264,0.2518,48.82,42.57,36.31,1372362,0.86,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/02,买入,人福医药(600079),11100,66700,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,208236.0,254.05,持仓增持,18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2024/02/02,买入,安井食品(603345),3000,18400,71.99,126.00,57.1,低估,当前价格低估42.9%，符合安全边际要求,215970.0,263.48,持仓增持,71.99,22.06,-15.097,-12.5076,-2.5894,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/08,买入,中矿资源(002738),7300,44009,31.58,50.00,63.2,低估,当前价格低估36.8%，符合安全边际要求,230534.0,276.64,持仓增持,31.58,35.57,-4.0961,-4.6653,0.5692,41.04,36.35,31.66,1120390,0.85,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
