日期,股票代码,股票名称,信号类型,当前价格,维度一状态,技术维度满足数,三者取二,信号强度,决策依据,执行状态,未执行原因,执行日期,执行价格,信号前持仓数量,信号前持仓占比,交易数量,交易后持仓数量,交易后持仓占比,DCF估值,价值比率,价值过滤器状态,行业名称,14周RSI,行业买入阈值,行业卖出阈值,行业极端买入,行业极端卖出,RSI信号类型,价格背离,维度二状态,MACD_DIF,MACD_DEA,MACD柱体,MACD颜色,柱体趋势,金叉死叉状态,维度三状态,布林中轨,布林上轨,布林下轨,价格布林位置,当前成交量,成交量基准,成交量比率,显著放量,维度四状态,最近5周价格,最近5周成交量,数据质量,计算异常,信号ID
2024-01-26 00:00:00,600985,淮北矿业(600985),SELL,17.57,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-01-26 00:00:00,17.57,289300,0.0506,57800,231500,0.0405,25.0,0.7,满足,煤炭开采,70.44,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,1.1336,0.9196,0.214,红色,连续缩短,无交叉,卖出,15.25,18.38,12.12,区间内,724885,962015,0.75,否,无,"[16.63, 17.72, 17.28, 16.71, 17.57]","[1431281, 1029344, 841016, 944588, 724885]",数据长度142条,无,600985_20240126_SELL_1706227200
2024-02-02 00:00:00,002738,中矿资源(002738),BUY,29.52,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,29.52,124300,0.0378,62100,186400,0.0567,60.0,0.49,满足,小金属,31.13,33.4,68.09,31.0,75.19,普通信号,无背离信号,买入,-4.0203,-4.8288,0.8084,红色,连续缩短,无交叉,无,36.65,40.83,32.48,跌破下轨,1293280,1011677,1.28,否,买入,"[36.14, 40.2, 38.49, 37.15, 29.52]","[625666, 1684363, 1597241, 1252624, 1293280]",数据长度143条,无,002738_20240202_BUY_1706832000
2024-02-02 00:00:00,600079,人福医药(600079),BUY,18.76,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,18.76,214200,0.0414,42800,257000,0.0497,28.0,0.67,满足,化学制药,30.62,35.53,73.1,31.82,79.75,极端信号,无背离信号,买入,-0.6508,-0.1418,-0.509,绿色,连续缩短,无交叉,无,23.71,27.17,20.25,跌破下轨,945194,767815,1.23,是,买入,"[24.15, 23.34, 22.52, 21.41, 18.76]","[501049, 439291, 435168, 833744, 945194]",数据长度143条,无,600079_20240202_BUY_1706832000
2024-02-02 00:00:00,603345,安井食品(603345),BUY,71.99,满足,2,是,60,买入信号：价值比过滤器+2个买入维度,已执行,,2024-02-02 00:00:00,71.99,51800,0.0384,25900,77700,0.0576,128.0,0.56,满足,食品加工,22.09,26.75,55.58,24.82,63.03,极端信号,无背离信号,买入,-15.0877,-12.4939,-2.5937,绿色,连续缩短,无交叉,无,109.6,142.16,77.04,跌破下轨,311577,160661,1.94,否,买入,"[94.75, 96.42, 96.24, 81.5, 71.99]","[137101, 173604, 121098, 519030, 311577]",数据长度143条,无,603345_20240202_BUY_1706832000
2024-02-23 00:00:00,600985,淮北矿业(600985),SELL,19.59,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-02-23 00:00:00,19.59,231500,0.043,46300,185200,0.0344,25.0,0.78,满足,煤炭开采,77.59,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,1.3329,1.0743,0.2586,红色,连续放大,无交叉,无,16.05,19.35,12.75,突破上轨,1631865,942632,1.73,是,卖出,"[16.71, 17.57, 17.41, 18.3, 19.59]","[944588, 724885, 777789, 1078623, 1631865]",数据长度145条,无,600985_20240223_SELL_1708646400
2024-03-08 00:00:00,601088,中国神华(601088),SELL,39.75,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-03-08 00:00:00,39.75,148700,0.0551,74300,74400,0.0276,45.0,0.88,满足,煤炭开采,75.66,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,2.3877,1.6335,0.7542,红色,连续缩短,无交叉,卖出,33.44,40.06,26.82,区间内,1797260,1332458,1.35,否,无,"[37.02, 38.07, 39.85, 38.38, 39.75]","[1772628, 1724283, 1844258, 1988987, 1797260]",数据长度147条,无,601088_20240308_SELL_1709856000
2024-04-12 00:00:00,600362,江西铜业(600362),SELL,25.9,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-04-12 00:00:00,25.9,276000,0.0654,55200,220800,0.0523,33.0,0.78,满足,工业金属,77.82,38.45,70.61,33.57,76.29,极端信号,无背离信号,卖出,1.5367,0.701,0.8357,红色,连续放大,无交叉,无,19.64,25.09,14.2,突破上轨,3257507,1113921,2.92,是,卖出,"[22.75, 22.2, 23.28, 25.32, 25.9]","[2139860, 2378441, 1574713, 1751365, 3257507]",数据长度152条,无,600362_20240412_SELL_1712880000
2024-05-10 00:00:00,600362,江西铜业(600362),SELL,26.78,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-05-10 00:00:00,26.78,220800,0.0519,110400,110400,0.0259,33.0,0.81,满足,工业金属,74.48,38.45,70.61,33.57,76.29,普通信号,无背离信号,卖出,2.1819,1.5057,0.6762,红色,连续缩短,无交叉,卖出,21.48,28.68,14.28,区间内,1577147,1401330,1.13,否,无,"[25.9, 27.18, 26.58, 26.13, 26.78]","[3257507, 2731843, 2400199, 939355, 1577147]",数据长度156条,无,600362_20240510_SELL_1715299200
2024-05-17 00:00:00,601919,中远海控(601919),SELL,14.06,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-05-17 00:00:00,14.06,526800,0.0653,105300,421500,0.0523,20.0,0.7,满足,航运港口,80.9,38.12,70.35,34.95,74.46,极端信号,无背离信号,卖出,0.6899,0.3144,0.3755,红色,连续放大,无交叉,无,10.71,13.01,8.42,突破上轨,11914612,4851561,2.46,是,卖出,"[10.98, 11.33, 11.77, 13.35, 14.06]","[6193228, 5295634, 3752817, 9318572, 11914612]",数据长度157条,无,601919_20240517_SELL_1715904000
2024-05-17 00:00:00,600362,江西铜业(600362),SELL,26.75,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-05-17 00:00:00,26.75,110400,0.026,55200,55200,0.013,33.0,0.81,满足,工业金属,74.26,38.45,70.61,33.57,76.29,普通信号,无背离信号,卖出,2.2235,1.6493,0.5742,红色,连续缩短,无交叉,卖出,21.96,29.23,14.69,区间内,1581554,1459249,1.08,否,无,"[27.18, 26.58, 26.13, 26.78, 26.75]","[2731843, 2400199, 939355, 1577147, 1581554]",数据长度157条,无,600362_20240517_SELL_1715904000
2024-06-28 00:00:00,601088,中国神华(601088),SELL,44.37,满足,2,是,60,卖出信号：价值比过滤器+2个卖出维度,已执行,,2024-06-28 00:00:00,44.37,74400,0.0303,37200,37200,0.0151,45.0,0.99,满足,煤炭开采,70.81,34.31,69.3,31.73,77.83,普通信号,无背离信号,卖出,2.6642,2.4798,0.1845,红色,连续缩短,无交叉,卖出,40.62,44.99,36.26,区间内,1041641,1406840,0.74,否,无,"[42.33, 44.15, 44.35, 44.11, 44.37]","[1144732, 1410126, 972255, 1235299, 1041641]",数据长度163条,无,601088_20240628_SELL_1719532800
