日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/06/11,BUY,安井食品(000651),345700,345700,54.62,128.00,42.7,低估,当前价格低估57.3%，符合安全边际要求,18882134.0,22658.56,开仓 15%总资产 (extreme_undervalue),54.62,36.69,-1.0077,-0.3555,-0.6522,63.12,59.05,54.98,1817392,0.83,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/06/25,BUY,安井食品(000651),7000,352700,52.23,128.00,40.8,低估,当前价格低估59.2%，符合安全边际要求,365610.0,438.73,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入7000股),52.23,31.81,-1.5991,-0.7526,-0.8465,64.0,58.59,53.18,4011445,1.72,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/07/09,SELL,中矿资源(002738),235300,58900,60.4,60.00,100.7,高估,当前价格高估0.7%，存在估值风险,14212120.0,31266.66,减仓 80% (slight_overvalue),60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/07/09,BUY,安井食品(000651),19600,372300,49.3,128.00,38.5,低估,当前价格低估61.5%，符合安全边际要求,966280.0,1159.54,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入19600股),49.3,26.75,-2.298,-1.2497,-1.0483,64.71,57.53,50.34,2174951,0.88,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/07/23,BUY,安井食品(000651),28200,400500,49.02,128.00,38.3,低估,当前价格低估61.7%，符合安全边际要求,1382364.0,1658.84,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入28200股),49.02,27.99,-2.7193,-1.7448,-0.9746,65.2,56.62,48.04,2526917,1.14,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/08/13,BUY,安井食品(000651),28500,429000,46.52,128.00,36.3,低估,当前价格低估63.7%，符合安全边际要求,1325820.0,1590.98,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入28500股),46.52,24.64,-3.3019,-2.4345,-0.8674,64.89,54.7,44.51,2313524,0.94,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/08/27,SELL,赣锋锂业(002460),40400,0,196.35,50.00,392.7,高估,当前价格高估292.7%，存在估值风险,7932540.0,17451.59,减仓 100% (extreme_overvalue),196.35,72.89,23.9068,18.8261,5.0807,210.24,140.68,71.12,1706562,0.91,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2021/09/03,BUY,安井食品(000651),100900,529900,40.59,128.00,31.7,低估,当前价格低估68.3%，符合安全边际要求,4095531.0,4914.64,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入100900股),40.59,17.24,-4.157,-3.1201,-1.0369,63.18,51.93,40.68,4250272,1.44,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/09/17,BUY,人福医药(600079),799400,799400,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,15628270.0,19066.49,开仓 10%总资产 (obvious_undervalue),19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2021/09/30,BUY,安井食品(000651),18600,548500,38.75,128.00,30.3,低估,当前价格低估69.7%，符合安全边际要求,720750.0,864.9,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入18600股),38.75,20.68,-5.0373,-4.1307,-0.9066,60.21,47.89,35.56,2927060,1.02,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2021/12/10,SELL,中矿资源(002738),58900,0,75.77,60.00,126.3,高估,当前价格高估26.3%，存在估值风险,4462853.0,9818.28,减仓 100% (extreme_overvalue),75.77,68.2,6.0661,5.678,0.3881,72.77,60.81,48.85,961250,1.33,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2022/03/18,BUY,安井食品(000651),67600,616100,32.26,128.00,25.2,低估,当前价格低估74.8%，符合安全边际要求,2180776.0,2616.93,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入67600股),32.26,31.84,-2.3083,-2.4093,0.101,40.54,36.63,32.71,2713960,1.12,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2022/04/22,BUY,安井食品(000651),33500,649600,31.97,128.00,25.0,低估,当前价格低估75.0%，符合安全边际要求,1070995.0,1285.19,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入33500股),31.97,34.23,-2.608,-2.53,-0.078,41.25,35.71,30.16,1627927,1.11,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2023/06/21,BUY,神火股份(000933),533800,1790000,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,6944738.0,8333.69,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入533800股),13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/06/30,BUY,神火股份(000933),49000,1839000,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,637000.0,764.4,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入49000股),13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/08/04,BUY,中矿资源(002738),188600,188600,43.64,60.00,72.7,低估,当前价格低估27.3%，但未达到安全边际要求,8230504.0,9876.6,开仓 5%总资产 (slight_undervalue),43.64,27.4,-8.5207,-6.6346,-1.8862,87.29,62.75,38.21,845797,1.2,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/11,BUY,中矿资源(002738),18800,207400,42.59,60.00,71.0,低估,当前价格低估29.0%，但未达到安全边际要求,800692.0,960.83,加仓 10%持仓价值 (slight_undervalue),42.59,26.75,-8.8096,-7.0696,-1.74,87.21,61.4,35.58,409022,0.62,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/18,BUY,中矿资源(002738),41400,248800,40.36,60.00,67.3,低估,当前价格低估32.7%，符合安全边际要求,1670904.0,2005.08,加仓 20%持仓价值 (obvious_undervalue),40.36,25.37,-9.1134,-7.4783,-1.635,86.92,59.9,32.87,383052,0.65,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/25,BUY,中矿资源(002738),29300,278100,37.26,60.00,62.1,低估,当前价格低估37.9%，符合安全边际要求,1091718.0,1310.06,现金不足，加仓80%现金 (obvious_undervalue),37.26,23.54,-9.4948,-7.8816,-1.6132,86.91,58.4,29.89,586792,1.06,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/01,BUY,中矿资源(002738),5900,284000,37.23,60.00,62.0,低估,当前价格低估38.0%，符合安全边际要求,219657.0,263.59,现金不足，加仓80%现金 (obvious_undervalue),37.23,23.53,-9.6879,-8.2429,-1.445,85.22,56.47,27.72,637714,1.26,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/08,BUY,中矿资源(002738),1100,285100,38.44,60.00,64.1,低估,当前价格低估35.9%，符合安全边际要求,42284.0,50.74,现金不足，加仓80%现金 (obvious_undervalue),38.44,25.93,-9.6322,-8.5207,-1.1114,83.21,54.67,26.13,1034634,1.57,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/15,BUY,中矿资源(002738),200,285300,37.69,60.00,62.8,低估,当前价格低估37.2%，符合安全边际要求,7538.0,12.54,现金不足，加仓80%现金 (obvious_undervalue),37.69,25.4,-9.5386,-8.7243,-0.8143,80.44,52.75,25.07,733465,0.98,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/22,BUY,中矿资源(002738),100,285400,37.55,60.00,62.6,低估,当前价格低估37.4%，符合安全边际要求,3755.0,8.75,现金不足，加仓80%现金 (obvious_undervalue),37.55,25.29,-9.3678,-8.853,-0.5148,77.18,50.85,24.52,623995,0.82,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2024/01/26,SELL,淮北矿业(600985),248900,995900,17.57,25.00,70.3,低估,当前价格低估29.7%，但未达到安全边际要求,4373173.0,9708.44,减仓 20% (slight_undervalue_sell),17.57,70.44,1.1338,0.92,0.2139,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/02/02,BUY,中矿资源(002738),142700,428100,29.52,60.00,49.2,低估,当前价格低估50.8%，符合安全边际要求,4212504.0,5055.0,加仓 50%持仓价值 (extreme_undervalue),29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,BUY,人福医药(600079),6300,805700,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,118188.0,144.19,现金不足，加仓80%现金 (obvious_undervalue),18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2024/02/23,SELL,淮北矿业(600985),199100,796800,19.59,25.00,78.4,低估,当前价格低估21.6%，但未达到安全边际要求,3900369.0,8658.82,减仓 20% (slight_undervalue_sell),19.59,77.59,1.3332,1.0746,0.2585,19.35,16.05,12.75,1631865,1.55,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/03/08,SELL,中国神华(601088),268300,268400,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,10664925.0,23676.13,减仓 50% (fair_value),39.75,75.71,2.394,1.6428,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
