日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,473400,473400,104621.40,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,289000,289000,86700.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,222200,222200,22886.60,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,77700,77700,73815.00,每股分红0.950元
2025-01-24,600900,长江电力(600900),分红,2025-01-24,0.210,0.0,0.0,0.0,0.00,87100,87100,18291.00,每股分红0.210元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,289000,289000,144500.00,每股分红0.500元
2025-05-16,000651,格力电器(000651),分红,2025-05-16,1.000,0.0,0.0,0.0,0.00,148700,148700,148700.00,每股分红1.000元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,625000,625000,468750.00,每股分红0.750元
2025-06-13,000333,美的集团(000333),分红,2025-06-13,3.500,0.0,0.0,0.0,0.00,90900,90900,318150.00,每股分红3.500元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,77700,77700,78865.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,499900,499900,567886.40,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,644200,644200,115956.00,每股分红0.180元
2025-06-27,601919,中远海控(601919),分红,2025-06-27,1.030,0.0,0.0,0.0,0.00,421500,421500,434145.00,每股分红1.030元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,186400,186400,93200.00,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,22400,22400,50624.00,每股分红2.260元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,0.150,0.0,0.0,0.0,0.00,114900,114900,17235.00,每股分红0.150元
2025-07-18,600900,长江电力(600900),分红,2025-07-18,0.733,0.0,0.0,0.0,0.00,87100,87100,63844.30,每股分红0.733元
2025-07-25,600362,江西铜业(600362),分红,2025-07-25,0.700,0.0,0.0,0.0,0.00,276000,276000,193200.00,每股分红0.700元
2025-08-22,600079,人福医药(600079),分红,2025-08-22,0.320,0.0,0.0,0.0,0.00,385500,385500,123360.00,每股分红0.320元
2025-08-29,000651,格力电器(000651),分红,2025-08-29,2.000,0.0,0.0,0.0,0.00,148700,148700,297400.00,每股分红2.000元
2025-09-26,601225,陕西煤业(601225),分红,2025-09-26,0.039,0.0,0.0,0.0,0.00,499900,499900,19496.10,每股分红0.039元
2025-09-26,603345,安井食品(603345),分红,2025-09-26,1.425,0.0,0.0,0.0,0.00,77700,77700,110722.50,每股分红1.425元
2025-10-24,601898,中煤能源(601898),分红,2025-10-24,0.166,0.0,0.0,0.0,0.00,1597300,1597300,265151.80,每股分红0.166元
2025-10-24,601919,中远海控(601919),分红,2025-10-24,0.560,0.0,0.0,0.0,0.00,421500,421500,236040.00,每股分红0.560元
2025-10-31,000807,云铝股份(000807),分红,2025-10-31,0.320,0.0,0.0,0.0,0.00,322100,322100,103072.00,每股分红0.320元
2025-11-14,601088,中国神华(601088),分红,2025-11-14,0.980,0.0,0.0,0.0,0.00,22400,22400,21952.00,每股分红0.980元
2025-11-21,000333,美的集团(000333),分红,2025-11-21,0.500,0.0,0.0,0.0,0.00,90900,90900,45450.00,每股分红0.500元
2025-11-28,600362,江西铜业(600362),分红,2025-11-28,0.400,0.0,0.0,0.0,0.00,276000,276000,110400.00,每股分红0.400元
