日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/05/28,卖出,中矿资源(002738),8800,35300,40.33,50.00,80.7,低估,当前价格低估19.3%，但未达到安全边际要求,354904.0,780.79,转现金,40.33,72.42,3.2193,2.1251,1.0942,38.04,28.68,19.33,1157826,1.37,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,66.828,34.241,70.918,33.354
2021/07/09,卖出,中矿资源(002738),7000,28300,60.4,50.00,120.8,高估,当前价格高估20.8%，存在估值风险,422800.0,930.16,转现金,60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,66.828,34.241,70.918,33.354
2021/09/17,买入,人福医药(600079),58100,58100,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,1135855.0,1385.74,现金买入,19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,72.397,37.606,75.706,35.383
2021/12/10,卖出,中矿资源(002738),5600,22700,75.77,50.00,151.5,高估,当前价格高估51.5%，存在估值风险,424312.0,933.49,转现金,75.77,68.2,6.0661,5.678,0.3881,72.77,60.81,48.85,961250,1.33,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,66.828,34.241,70.918,33.354
2022/06/10,买入,人福医药(600079),11600,69700,15.56,28.00,55.6,低估,当前价格低估44.4%，符合安全边际要求,180496.0,220.21,持仓增持,15.56,35.38,-1.4311,-1.5979,0.1668,20.8,17.19,13.58,2102663,1.29,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,72.397,37.606,75.706,35.383
2023/05/19,买入,神火股份(000933),37600,226000,13.66,37.00,36.9,低估,当前价格低估63.1%，符合安全边际要求,513616.0,616.34,持仓增持,13.66,38.3,-0.1598,0.351,-0.5108,20.08,17.03,13.99,2132878,1.35,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2023/05/26,买入,神火股份(000933),45200,271200,13.17,37.00,35.6,低估,当前价格低估64.4%，符合安全边际要求,595284.0,714.34,持仓增持,13.17,36.85,-0.4078,0.1993,-0.6071,20.31,16.94,13.57,1277026,0.89,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2023/06/21,买入,神火股份(000933),54200,325400,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,705142.0,846.17,持仓增持,13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2023/06/30,买入,神火股份(000933),65000,390400,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,845000.0,1014.0,持仓增持,13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2023/12/01,卖出,淮北矿业(600985),24800,99600,16.17,20.00,80.8,低估,当前价格低估19.2%，但未达到安全边际要求,401016.0,890.26,转现金,16.17,75.28,0.6451,0.2989,0.3462,15.82,13.35,10.89,1322435,1.42,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2023/12/08,买入,云铝股份(000807),39400,236700,11.8,25.00,47.2,低估,当前价格低估52.8%，符合安全边际要求,464920.0,557.9,持仓增持,11.8,37.05,-0.2243,0.0988,-0.3231,16.06,14.04,12.01,2548677,1.6,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2023/12/15,买入,云铝股份(000807),47300,284000,11.2,25.00,44.8,低估,当前价格低估55.2%，符合安全边际要求,529760.0,635.71,持仓增持,11.2,33.98,-0.3757,0.0039,-0.3796,16.29,13.93,11.57,2163755,1.25,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2024/01/26,卖出,淮北矿业(600985),19900,79700,17.57,20.00,87.8,低估,当前价格低估12.2%，但未达到安全边际要求,349643.0,776.21,转现金,17.57,70.44,1.1338,0.92,0.2139,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/01/26,买入,安井食品(603345),8900,8900,81.5,126.00,64.7,低估,当前价格低估35.3%，符合安全边际要求,725350.0,884.93,现金买入,81.5,25.02,-13.6864,-11.8602,-1.8262,141.49,112.57,83.64,519030,2.18,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,54.963,28.684,55.578,26.752
2024/02/02,卖出,淮北矿业(600985),15900,63800,17.41,20.00,87.0,低估,当前价格低估13.0%，但未达到安全边际要求,276819.0,614.54,转现金,17.41,68.6,1.1366,0.9633,0.1733,18.49,15.5,12.51,777789,0.95,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/02/02,买入,中矿资源(002738),4900,29452,29.52,50.00,59.0,低估,当前价格低估41.0%，符合安全边际要求,144648.0,173.58,持仓增持,29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,小金属,66.828,34.241,70.918,33.354
2024/02/02,买入,赣锋锂业(002460),18200,18200,33.16,50.00,66.3,低估,当前价格低估33.7%，符合安全边际要求,603512.0,724.21,现金买入,33.16,27.39,-4.6746,-4.9264,0.2518,48.82,42.57,36.31,1372362,0.86,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,63.343,25.731,69.105,24.026
2024/02/02,买入,人福医药(600079),13900,83600,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,260764.0,318.13,持仓增持,18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,72.397,37.606,75.706,35.383
2024/02/02,买入,安井食品(603345),1700,10600,71.99,126.00,57.1,低估,当前价格低估42.9%，符合安全边际要求,122383.0,149.31,持仓增持,71.99,22.06,-15.097,-12.5076,-2.5894,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,54.963,28.684,55.578,26.752
2024/02/08,买入,中矿资源(002738),5800,35252,31.58,50.00,63.2,低估,当前价格低估36.8%，符合安全边际要求,183164.0,219.8,持仓增持,31.58,35.57,-4.0961,-4.6653,0.5692,41.04,36.35,31.66,1120390,0.85,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,小金属,66.828,34.241,70.918,33.354
2024/02/08,买入,赣锋锂业(002460),3600,21800,34.87,50.00,69.7,低估,当前价格低估30.3%，符合安全边际要求,125532.0,150.64,持仓增持,34.87,31.51,-4.814,-4.904,0.0899,48.97,42.03,35.1,1139750,0.89,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,63.343,25.731,69.105,24.026
2024/02/23,卖出,淮北矿业(600985),12700,51100,19.59,20.00,98.0,低估,当前价格低估2.0%，但未达到安全边际要求,248793.0,552.32,转现金,19.59,77.59,1.3332,1.0746,0.2585,19.35,16.05,12.75,1631865,1.55,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/03/08,卖出,中国神华(601088),16100,64400,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,639975.0,1420.74,转现金,39.75,75.71,2.394,1.6428,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/04/03,卖出,中国神华(601088),12800,51600,39.59,45.00,88.0,低估,当前价格低估12.0%，但未达到安全边际要求,506752.0,1124.99,转现金,39.59,68.68,2.363,2.0462,0.3168,41.98,35.01,28.04,989037,0.59,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/04/12,卖出,中国神华(601088),10300,41300,39.73,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,409219.0,908.47,转现金,39.73,69.02,2.381,2.1132,0.2678,42.44,35.46,28.47,1136967,0.81,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/06/28,卖出,中国神华(601088),8200,33100,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,363834.0,807.71,转现金,44.37,70.82,2.6661,2.4825,0.1836,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,68.44,34.717,71.164,34.085
2024/06/28,买入,人福医药(600079),16700,100300,17.17,28.00,61.3,低估,当前价格低估38.7%，符合安全边际要求,286739.0,349.82,持仓增持,17.17,33.97,-1.189,-1.0326,-0.1564,22.26,19.79,17.33,490540,0.94,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,72.397,37.606,75.706,35.383
2024/07/26,买入,神火股份(000933),78000,468400,16.78,37.00,45.4,低估,当前价格低估54.6%，符合安全边际要求,1308840.0,1570.61,持仓增持,16.78,37.15,0.1962,0.9797,-0.7834,25.36,21.48,17.61,1432870,1.12,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2024/08/02,买入,神火股份(000933),93600,562000,16.13,37.00,43.6,低估,当前价格低估56.4%，符合安全边际要求,1509768.0,1811.72,持仓增持,16.13,35.4,-0.1581,0.7521,-0.9103,25.76,21.33,16.9,1562717,1.08,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2024/08/02,买入,云铝股份(000807),56800,340800,11.77,25.00,47.1,低估,当前价格低估52.9%，符合安全边际要求,668536.0,802.24,持仓增持,11.77,38.28,-0.1317,0.1882,-0.3199,15.89,13.96,12.02,1563828,0.87,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2024/08/09,买入,云铝股份(000807),68100,408900,11.73,25.00,46.9,低估,当前价格低估53.1%，符合安全边际要求,798813.0,958.58,持仓增持,11.73,38.05,-0.2435,0.1019,-0.3454,16.02,13.91,11.8,1361009,0.83,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,工业金属,69.892,39.969,70.613,38.452
2024/08/23,买入,淮北矿业(600985),10200,61300,13.46,20.00,67.3,低估,当前价格低估32.7%，符合安全边际要求,137292.0,167.5,持仓增持,13.46,33.32,-0.8451,-0.3259,-0.5193,21.31,17.0,12.7,889856,1.16,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,68.44,34.717,71.164,34.085
2025/04/11,买入,淮北矿业(600985),12200,73500,12.26,20.00,61.3,低估,当前价格低估38.7%，符合安全边际要求,149572.0,182.48,持仓增持,12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,68.44,34.717,71.164,34.085
2025/04/25,买入,淮北矿业(600985),14700,88200,12.16,20.00,60.8,低估,当前价格低估39.2%，符合安全边际要求,178752.0,218.08,持仓增持,12.16,34.57,-0.6507,-0.5731,-0.0776,14.63,13.47,12.3,799658,1.06,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,68.44,34.717,71.164,34.085
2025/06/20,买入,淮北矿业(600985),17600,105800,11.25,20.00,56.2,低估,当前价格低估43.8%，符合安全边际要求,198000.0,241.56,持仓增持,11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,68.44,34.717,71.164,34.085
