日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/07/09,卖出,中矿资源(002738),22000,0,60.4,50.00,120.8,高估,当前价格高估20.8%，存在估值风险,1328800.0,2923.36,减仓 100% (extreme_overvalue),60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/09/17,买入,人福医药(600079),64200,64200,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,1255110.0,1531.23,"开仓 20%现金 (上限10%总资产, obvious_undervalue)",19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2023/06/21,买入,神火股份(000933),94200,282600,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,1225542.0,1470.65,加仓 50% (extreme_undervalue),13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/06/30,买入,神火股份(000933),48600,331200,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,631800.0,758.16,加仓 50% (extreme_undervalue) (受20%总仓位上限约束，实际买入48600股),13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/12/01,卖出,淮北矿业(600985),93300,93400,16.17,20.00,80.8,低估,当前价格低估19.2%，但未达到安全边际要求,1508661.0,3349.23,减仓 50% (fair_value),16.17,75.28,0.6451,0.2989,0.3462,15.82,13.35,10.89,1322435,1.42,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/01/26,卖出,淮北矿业(600985),46700,46700,17.57,20.00,87.8,低估,当前价格低估12.2%，但未达到安全边际要求,820519.0,1821.55,减仓 50% (fair_value),17.57,70.44,1.1338,0.92,0.2139,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/01/26,买入,安井食品(603345),17900,17900,81.5,126.00,64.7,低估,当前价格低估35.3%，符合安全边际要求,1458850.0,1779.8,"开仓 20%现金 (上限10%总资产, obvious_undervalue)",81.5,25.02,-13.6864,-11.8602,-1.8262,141.49,112.57,83.64,519030,2.18,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/02,买入,中矿资源(002738),79200,79200,29.52,50.00,59.0,低估,当前价格低估41.0%，符合安全边际要求,2337984.0,2805.58,"开仓 40%现金 (上限15%总资产, extreme_undervalue)",29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,买入,赣锋锂业(002460),21100,21100,33.16,50.00,66.3,低估,当前价格低估33.7%，符合安全边际要求,699676.0,839.61,"开仓 20%现金 (上限10%总资产, obvious_undervalue)",33.16,27.39,-4.6746,-4.9264,0.2518,48.82,42.57,36.31,1372362,0.86,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/02,买入,人福医药(600079),12800,77000,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,240128.0,292.96,加仓 20% (obvious_undervalue),18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2024/02/02,买入,安井食品(603345),8900,26800,71.99,126.00,57.1,低估,当前价格低估42.9%，符合安全边际要求,640711.0,781.67,加仓 50% (extreme_undervalue),71.99,22.06,-15.097,-12.5076,-2.5894,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/08,买入,中矿资源(002738),15800,95000,31.58,50.00,63.2,低估,当前价格低估36.8%，符合安全边际要求,498964.0,598.76,加仓 20% (obvious_undervalue),31.58,35.57,-4.0961,-4.6653,0.5692,41.04,36.35,31.66,1120390,0.85,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/08,买入,赣锋锂业(002460),4200,25300,34.87,50.00,69.7,低估,当前价格低估30.3%，符合安全边际要求,146454.0,175.74,加仓 20% (obvious_undervalue),34.87,31.51,-4.814,-4.904,0.0899,48.97,42.03,35.1,1139750,0.89,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/23,卖出,淮北矿业(600985),23300,23400,19.59,20.00,98.0,低估,当前价格低估2.0%，但未达到安全边际要求,456447.0,1013.31,减仓 50% (fair_value),19.59,77.59,1.3332,1.0746,0.2585,19.35,16.05,12.75,1631865,1.55,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/03/08,卖出,中国神华(601088),40200,40300,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,1597950.0,3547.45,减仓 50% (fair_value),39.75,75.71,2.394,1.6428,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/06/28,卖出,中国神华(601088),20100,20200,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,891837.0,1979.88,减仓 50% (fair_value),44.37,70.82,2.6661,2.4825,0.1836,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
