日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/07/09,卖出,中矿资源(002738),11000,11000,60.4,70.00,86.3,低估,当前价格低估13.7%，但未达到安全边际要求,664400.0,1461.68,减仓 50% (fair_value),60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/08/27,卖出,赣锋锂业(002460),6000,0,196.35,50.00,392.7,高估,当前价格高估292.7%，存在估值风险,1178100.0,2591.82,减仓 100% (extreme_overvalue),196.35,72.89,23.9068,18.8261,5.0807,210.24,140.68,71.12,1706562,0.91,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2021/09/17,买入,人福医药(600079),119600,119600,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,2338180.0,2852.58,开仓 10%总资产 (obvious_undervalue),19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2021/12/10,卖出,中矿资源(002738),8800,2200,75.77,70.00,108.2,高估,当前价格高估8.2%，存在估值风险,666776.0,1466.91,减仓 80% (slight_overvalue),75.77,68.2,6.0661,5.678,0.3881,72.77,60.81,48.85,961250,1.33,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2023/06/21,买入,神火股份(000933),78500,266900,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,1021285.0,1225.54,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入78500股),13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/06/30,买入,神火股份(000933),6600,273500,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,85800.0,102.96,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入6600股),13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/08/04,买入,中矿资源(002738),400,2779,43.64,70.00,62.3,低估,当前价格低估37.7%，符合安全边际要求,17456.0,22.46,加仓 20%持仓价值 (obvious_undervalue),43.64,27.4,-8.5207,-6.6346,-1.8862,87.29,62.75,38.21,845797,1.2,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/11,买入,中矿资源(002738),500,3279,42.59,70.00,60.8,低估,当前价格低估39.2%，符合安全边际要求,21295.0,26.3,加仓 20%持仓价值 (obvious_undervalue),42.59,26.75,-8.8096,-7.0696,-1.74,87.21,61.4,35.58,409022,0.62,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/18,买入,中矿资源(002738),1600,4879,40.36,70.00,57.7,低估,当前价格低估42.3%，符合安全边际要求,64576.0,77.49,加仓 50%持仓价值 (extreme_undervalue),40.36,25.37,-9.1134,-7.4783,-1.635,86.92,59.9,32.87,383052,0.65,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/08/25,买入,中矿资源(002738),2400,7279,37.26,70.00,53.2,低估,当前价格低估46.8%，符合安全边际要求,89424.0,107.31,加仓 50%持仓价值 (extreme_undervalue),37.26,23.54,-9.4948,-7.8816,-1.6132,86.91,58.4,29.89,586792,1.06,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/01,买入,中矿资源(002738),3600,10879,37.23,70.00,53.2,低估,当前价格低估46.8%，符合安全边际要求,134028.0,160.83,加仓 50%持仓价值 (extreme_undervalue),37.23,23.53,-9.6879,-8.2429,-1.445,85.22,56.47,27.72,637714,1.26,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/08,买入,中矿资源(002738),5400,16279,38.44,70.00,54.9,低估,当前价格低估45.1%，符合安全边际要求,207576.0,249.09,加仓 50%持仓价值 (extreme_undervalue),38.44,25.93,-9.6322,-8.5207,-1.1114,83.21,54.67,26.13,1034634,1.57,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/15,买入,中矿资源(002738),8100,24379,37.69,70.00,53.8,低估,当前价格低估46.2%，符合安全边际要求,305289.0,366.35,加仓 50%持仓价值 (extreme_undervalue),37.69,25.4,-9.5386,-8.7243,-0.8143,80.44,52.75,25.07,733465,0.98,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/22,买入,中矿资源(002738),12100,36479,37.55,70.00,53.6,低估,当前价格低估46.4%，符合安全边际要求,454355.0,545.23,加仓 50%持仓价值 (extreme_undervalue),37.55,25.29,-9.3678,-8.853,-0.5148,77.18,50.85,24.52,623995,0.82,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/28,买入,中矿资源(002738),18200,54679,36.41,70.00,52.0,低估,当前价格低估48.0%，符合安全边际要求,662662.0,795.19,加仓 50%持仓价值 (extreme_undervalue),36.41,24.41,-9.2181,-8.926,-0.2921,72.66,48.77,24.89,519312,0.71,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/10/13,买入,中矿资源(002738),27300,81979,39.23,70.00,56.0,低估,当前价格低估44.0%，符合安全边际要求,1070979.0,1285.17,加仓 50%持仓价值 (extreme_undervalue),39.23,30.84,-8.7708,-8.895,0.1241,65.68,46.67,27.67,1343473,1.67,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/10/20,买入,中矿资源(002738),23600,105579,35.5,70.00,50.7,低估,当前价格低估49.3%，符合安全边际要求,837800.0,1005.36,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入23600股),35.5,27.51,-8.618,-8.8396,0.2216,59.68,44.75,29.82,1156150,1.27,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/11/24,买入,中矿资源(002738),1800,107379,35.5,70.00,50.7,低估,当前价格低估49.3%，符合安全边际要求,63900.0,76.68,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入1800股),35.5,30.55,-6.9414,-7.9359,0.9945,49.63,40.07,30.5,608463,0.71,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/12/01,买入,中矿资源(002738),1900,109279,35.61,70.00,50.9,低估,当前价格低估49.1%，符合安全边际要求,67659.0,81.19,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入1900股),35.61,30.83,-6.6413,-7.677,1.0356,47.83,39.33,30.83,519257,0.68,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/12/01,买入,赣锋锂业(002460),33400,33400,38.78,50.00,77.6,低估,当前价格低估22.4%，但未达到安全边际要求,1295252.0,1554.3,开仓 5%总资产 (slight_undervalue),38.78,24.2,-6.0055,-6.0568,0.0513,61.08,48.53,35.98,1151295,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/01/26,卖出,淮北矿业(600985),24800,99600,17.57,25.00,70.3,低估,当前价格低估29.7%，但未达到安全边际要求,435736.0,967.33,减仓 20% (slight_undervalue_sell),17.57,70.44,1.1338,0.92,0.2139,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/02/02,买入,中矿资源(002738),22400,131679,29.52,70.00,42.2,低估,当前价格低估57.8%，符合安全边际要求,661248.0,793.5,现金不足，加仓80%现金 (extreme_undervalue) (受15%总仓位上限约束，实际买入22400股),29.52,31.14,-4.0058,-4.8076,0.8017,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,买入,赣锋锂业(002460),4500,37900,33.16,50.00,66.3,低估,当前价格低估33.7%，符合安全边际要求,149220.0,179.06,现金不足，加仓80%现金 (obvious_undervalue),33.16,27.39,-4.6746,-4.9264,0.2518,48.82,42.57,36.31,1372362,0.86,下轨之下,✓,✗,✗,✓,✓,3/4,买入信号：价值比过滤器+2个买入维度,能源金属,66.06,25.33,72.56,22.83
2024/02/02,买入,人福医药(600079),1500,121100,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,28140.0,34.33,现金不足，加仓80%现金 (obvious_undervalue),18.76,30.6,-0.6558,-0.1491,-0.5067,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
