日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2021/05/28,卖出,中矿资源(002738),11000,11000,40.33,50.00,80.7,低估,当前价格低估19.3%，但未达到安全边际要求,443630.0,975.99,减仓 50% (fair_value),40.33,72.42,3.2193,2.1251,1.0942,38.04,28.68,19.33,1157826,1.37,上轨之上,✓,✓,✗,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/07/09,卖出,中矿资源(002738),11000,0,60.4,50.00,120.8,高估,当前价格高估20.8%，存在估值风险,664400.0,1461.68,减仓 100% (extreme_overvalue),60.4,82.73,6.6718,4.4343,2.2375,53.65,33.61,13.58,927416,1.39,上轨之上,✓,✓,✓,✓,✓,4/4,卖出信号：价值比过滤器+2个卖出维度,小金属,68.09,33.4,75.19,31.0
2021/08/27,卖出,赣锋锂业(002460),6000,0,196.35,50.00,392.7,高估,当前价格高估292.7%，存在估值风险,1178100.0,2591.82,减仓 100% (extreme_overvalue),196.35,72.89,23.9068,18.8261,5.0807,210.24,140.68,71.12,1706562,0.91,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2021/09/17,买入,人福医药(600079),4800,28800,19.55,28.00,69.8,低估,当前价格低估30.2%，符合安全边际要求,93840.0,114.48,加仓 20%持仓价值 (obvious_undervalue),19.55,31.48,-2.2249,-1.7225,-0.5024,31.22,25.45,19.69,961711,1.33,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2023/06/21,买入,神火股份(000933),63800,252200,13.01,37.00,35.2,低估,当前价格低估64.8%，符合安全边际要求,830038.0,996.05,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入63800股),13.01,37.64,-0.8343,-0.3423,-0.492,20.49,16.31,12.14,862738,0.46,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/06/30,买入,神火股份(000933),4300,256500,13.0,37.00,35.1,低估,当前价格低估64.9%，符合安全边际要求,55900.0,67.08,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入4300股),13.0,37.6,-0.9136,-0.4566,-0.457,20.5,16.11,11.71,1567946,0.87,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,工业金属,70.61,38.45,76.29,33.57
2023/08/25,买入,中矿资源(002738),30600,30600,37.26,50.00,74.5,低估,当前价格低估25.5%，但未达到安全边际要求,1140156.0,1368.19,开仓 5%总资产 (slight_undervalue),37.26,23.54,-9.4948,-7.8816,-1.6132,86.91,58.4,29.89,586792,1.06,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/01,买入,中矿资源(002738),3000,33600,37.23,50.00,74.5,低估,当前价格低估25.5%，但未达到安全边际要求,111690.0,134.03,加仓 10%持仓价值 (slight_undervalue),37.23,23.53,-9.6879,-8.2429,-1.445,85.22,56.47,27.72,637714,1.26,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/08,买入,中矿资源(002738),3300,36900,38.44,50.00,76.9,低估,当前价格低估23.1%，但未达到安全边际要求,126852.0,152.22,加仓 10%持仓价值 (slight_undervalue),38.44,25.93,-9.6322,-8.5207,-1.1114,83.21,54.67,26.13,1034634,1.57,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2023/09/15,买入,中矿资源(002738),3600,40500,37.69,50.00,75.4,低估,当前价格低估24.6%，但未达到安全边际要求,135684.0,162.82,加仓 10%持仓价值 (slight_undervalue),37.69,25.4,-9.5386,-8.7243,-0.8143,80.44,52.75,25.07,733465,0.98,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
