日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2025/01/10,BUY,皖能电力(000543),29100,174800,6.86,10.00,68.6,低估,当前价格低估31.4%，符合安全边际要求,199626.0,239.55,加仓 20%持仓价值 (obvious_undervalue),6.86,34.58,-0.155,-0.0847,-0.0703,8.48,7.8,7.12,1616998,1.06,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/01/10,BUY,国电电力(600795),118200,354600,4.23,8.00,52.9,低估,当前价格低估47.1%，符合安全边际要求,499986.0,609.98,加仓 50%持仓价值 (extreme_undervalue),4.23,31.77,-0.2097,-0.1402,-0.0695,5.48,4.86,4.24,4342115,0.83,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/01/17,BUY,皖能电力(000543),34900,209700,6.97,10.00,69.7,低估,当前价格低估30.3%，符合安全边际要求,243253.0,291.9,加仓 20%持仓价值 (obvious_undervalue),6.97,36.68,-0.2036,-0.1085,-0.0951,8.41,7.72,7.03,1396959,1.01,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/02/07,BUY,国电电力(600795),177300,531900,4.18,8.00,52.2,低估,当前价格低估47.8%，符合安全边际要求,741114.0,904.16,加仓 50%持仓价值 (extreme_undervalue),4.18,32.16,-0.2562,-0.2027,-0.0536,5.41,4.69,3.96,3633004,1.07,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/02/14,BUY,国电电力(600795),265900,797800,4.11,8.00,51.4,低估,当前价格低估48.6%，符合安全边际要求,1092849.0,1333.28,加仓 50%持仓价值 (extreme_undervalue),4.11,30.7,-0.2634,-0.2148,-0.0486,5.38,4.64,3.9,5402057,1.39,轨道之间,✓,✓,✓,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/02/21,BUY,中国神华(601088),12700,140300,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,449326.0,548.18,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6697,-0.0982,-0.5715,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,陕西煤业(601225),112800,338500,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,2202984.0,2687.64,加仓 50%持仓价值 (extreme_undervalue),19.53,32.0,-0.9826,-0.6069,-0.3757,26.38,23.2,20.02,2341009,1.82,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,国电电力(600795),398900,1196700,4.2,8.00,52.5,低估,当前价格低估47.5%，符合安全边际要求,1675380.0,2043.96,加仓 50%持仓价值 (extreme_undervalue),4.2,34.8,-0.2589,-0.2236,-0.0353,5.23,4.57,3.92,9609872,1.92,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/02/28,BUY,陕西煤业(601225),169200,507700,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,3206340.0,3911.73,加仓 50%持仓价值 (extreme_undervalue),18.95,30.19,-1.1528,-0.7161,-0.4368,26.39,22.88,19.36,2180007,1.23,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,国电电力(600795),598300,1795000,4.23,8.00,52.9,低估,当前价格低估47.1%，符合安全边际要求,2530809.0,3087.59,加仓 50%持仓价值 (extreme_undervalue),4.23,36.16,-0.25,-0.2289,-0.0211,5.14,4.53,3.91,8376275,1.24,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/03/07,BUY,国电电力(600795),897500,2692500,4.13,8.00,51.6,低估,当前价格低估48.4%，符合安全边际要求,3706675.0,4522.14,加仓 50%持仓价值 (extreme_undervalue),4.13,33.65,-0.2481,-0.2327,-0.0154,5.05,4.48,3.9,6213344,0.84,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
