日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2024/01/26,SELL,淮北矿业(600985),57800,231500,17.57,25.00,70.3,低估,当前价格低估29.7%，但未达到安全边际要求,1015546.0,2254.51,减仓 20% (slight_undervalue_sell),17.57,70.44,1.1339,0.92,0.2138,18.38,15.25,12.12,724885,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/02/02,BUY,中矿资源(002738),62100,186400,29.52,70.00,42.2,低估,当前价格低估57.8%，符合安全边际要求,1833192.0,2199.83,加仓 50%持仓价值 (extreme_undervalue),29.52,31.14,-4.006,-4.8078,0.8018,40.83,36.65,32.48,1293280,0.89,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,小金属,68.09,33.4,75.19,31.0
2024/02/02,BUY,人福医药(600079),42800,257000,18.76,28.00,67.0,低估,当前价格低估33.0%，符合安全边际要求,802928.0,979.57,加仓 20%持仓价值 (obvious_undervalue),18.76,30.6,-0.6558,-0.1492,-0.5066,27.17,23.71,20.25,945194,1.42,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,化学制药,73.1,35.53,79.75,31.82
2024/02/02,BUY,安井食品(603345),25900,77700,71.99,128.00,56.2,低估,当前价格低估43.8%，符合安全边际要求,1864541.0,2274.74,加仓 50%持仓价值 (extreme_undervalue),71.99,22.06,-15.0979,-12.5089,-2.589,142.16,109.6,77.04,311577,1.11,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,食品加工,55.58,26.75,63.03,24.82
2024/02/23,SELL,淮北矿业(600985),46300,185200,19.59,25.00,78.4,低估,当前价格低估21.6%，但未达到安全边际要求,907017.0,2013.58,减仓 20% (slight_undervalue_sell),19.59,77.59,1.3332,1.0747,0.2585,19.35,16.05,12.75,1631865,1.55,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/03/08,SELL,中国神华(601088),74300,74400,39.75,45.00,88.3,低估,当前价格低估11.7%，但未达到安全边际要求,2953425.0,6556.6,减仓 50% (fair_value),39.75,75.7,2.394,1.6429,0.7512,40.06,33.44,26.82,1797260,0.98,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/05/17,SELL,中远海控(601919),105300,421500,14.06,20.00,70.3,低估,当前价格低估29.7%，但未达到安全边际要求,1480518.0,3286.75,减仓 20% (slight_undervalue_sell),14.06,80.87,0.6902,0.3148,0.3753,13.01,10.71,8.42,11914612,1.57,上轨之上,✓,✓,✓,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,航运港口,70.35,38.12,74.46,34.95
2024/06/28,SELL,中国神华(601088),37200,37200,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,1650564.0,3664.25,减仓 50% (fair_value),44.37,70.82,2.6661,2.4825,0.1836,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/08/02,SELL,长江电力(600900),42400,170000,30.24,39.00,77.5,低估,当前价格低估22.5%，但未达到安全边际要求,1282176.0,2846.43,减仓 20% (slight_undervalue_sell),30.24,75.62,1.6086,1.3374,0.2712,31.25,27.25,23.25,3565387,0.85,轨道之间,✓,✓,✓,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/09,SELL,长江电力(600900),34000,136000,29.54,39.00,75.7,低估,当前价格低估24.3%，但未达到安全边际要求,1004360.0,2229.68,减仓 20% (slight_undervalue_sell),29.54,67.98,1.553,1.3805,0.1725,31.45,27.47,23.5,3308522,0.82,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
2024/08/16,SELL,长江电力(600900),27200,108800,29.62,39.00,76.0,低估,当前价格低估24.0%，但未达到安全边际要求,805664.0,1788.57,减仓 20% (slight_undervalue_sell),29.62,68.37,1.4982,1.4041,0.0941,31.61,27.71,23.81,2759542,0.76,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,电力,64.42,37.37,69.22,32.22
