日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2025/02/21,BUY,中国神华(601088),12700,140300,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,449326.0,548.18,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6697,-0.0982,-0.5715,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,陕西煤业(601225),112800,338500,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,2202984.0,2687.64,加仓 50%持仓价值 (extreme_undervalue),19.53,32.0,-0.9826,-0.6069,-0.3757,26.38,23.2,20.02,2341010,1.82,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,陕西煤业(601225),169200,507700,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,3206340.0,3911.73,加仓 50%持仓价值 (extreme_undervalue),18.95,30.19,-1.1528,-0.7161,-0.4368,26.39,22.88,19.36,2180008,1.23,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,BUY,中煤能源(601898),220200,660700,10.23,39.00,26.2,低估,当前价格低估73.8%，符合安全边际要求,2252646.0,2748.23,加仓 50%持仓价值 (extreme_undervalue),10.23,34.07,-0.6493,-0.476,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,BUY,中煤能源(601898),330300,991000,10.12,39.00,25.9,低估,当前价格低估74.0%，符合安全边际要求,3342636.0,4078.02,加仓 50%持仓价值 (extreme_undervalue),10.12,33.19,-0.6614,-0.5131,-0.1484,13.35,11.41,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,淮北矿业(600985),191100,573300,12.26,25.00,49.0,低估,当前价格低估51.0%，符合安全边际要求,2342886.0,2858.32,加仓 50%持仓价值 (extreme_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,中煤能源(601898),467500,1458500,9.87,39.00,25.3,低估,当前价格低估74.7%，符合安全边际要求,4614225.0,5629.35,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入467500股),9.87,33.14,-0.6601,-0.563,-0.0972,13.0,11.15,9.3,2208357,1.15,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,BUY,淮北矿业(600985),191700,765000,11.25,25.00,45.0,低估,当前价格低估55.0%，符合安全边际要求,2156625.0,2631.08,现金不足，加仓80%现金 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/08/15,BUY,长江电力(600900),17300,190400,27.63,39.00,70.8,低估,当前价格低估29.2%，但未达到安全边际要求,477999.0,583.16,加仓 10%持仓价值 (slight_undervalue),27.63,36.05,-0.0811,0.2531,-0.3342,31.31,29.5,27.7,5010882,0.94,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/09/05,SELL,赣锋锂业(002460),75400,75400,44.61,50.00,89.2,低估,当前价格低估10.8%，但未达到安全边际要求,3363594.0,7399.91,减仓 50% (fair_value),44.61,72.14,1.9689,0.8983,1.0706,42.58,34.48,26.38,3981780,1.34,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
