日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2025/02/21,BUY,中国神华(601088),13100,144200,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,463478.0,565.44,加仓 10%持仓价值 (slight_undervalue),35.38,34.0,-0.6697,-0.0982,-0.5715,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,BUY,陕西煤业(601225),117900,353800,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,2302587.0,2809.16,加仓 50%持仓价值 (extreme_undervalue),19.53,32.0,-0.9826,-0.6069,-0.3757,26.38,23.2,20.02,2341009,1.82,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,BUY,陕西煤业(601225),176900,530700,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,3352255.0,4089.75,加仓 50%持仓价值 (extreme_undervalue),18.95,30.19,-1.1528,-0.7161,-0.4368,26.39,22.88,19.36,2180007,1.23,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,BUY,中煤能源(601898),231200,693700,10.23,39.00,26.2,低估,当前价格低估73.8%，符合安全边际要求,2365176.0,2885.51,加仓 50%持仓价值 (extreme_undervalue),10.23,34.07,-0.6493,-0.476,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,BUY,中煤能源(601898),346800,1040500,10.12,39.00,25.9,低估,当前价格低估74.0%，符合安全边际要求,3509616.0,4281.73,加仓 50%持仓价值 (extreme_undervalue),10.12,33.19,-0.6614,-0.5131,-0.1484,13.35,11.41,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,淮北矿业(600985),186100,558400,12.26,25.00,49.0,低估,当前价格低估51.0%，符合安全边际要求,2281586.0,2783.53,加仓 50%持仓价值 (extreme_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,中煤能源(601898),59600,1100100,9.87,39.00,25.3,低估,当前价格低估74.7%，符合安全边际要求,588252.0,717.67,现金不足，加仓80%现金 (extreme_undervalue),9.87,33.14,-0.6601,-0.563,-0.0972,13.0,11.15,9.3,2208357,1.15,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,BUY,海尔智家(600690),4600,190600,25.07,40.00,62.7,低估,当前价格低估37.3%，符合安全边际要求,115322.0,140.69,现金不足，加仓80%现金 (obvious_undervalue),25.07,36.18,-0.4971,-0.2845,-0.2126,29.33,27.38,25.43,3568055,1.35,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/04/18,BUY,海尔智家(600690),1000,191600,24.55,40.00,61.4,低估,当前价格低估38.6%，符合安全边际要求,24550.0,30.04,现金不足，加仓80%现金 (obvious_undervalue),24.55,33.99,-0.6394,-0.3555,-0.2839,29.44,27.19,24.94,2263381,0.87,下轨之下,✓,✓,✓,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/04/30,BUY,海尔智家(600690),200,191800,24.79,40.00,62.0,低估,当前价格低估38.0%，符合安全边际要求,4958.0,10.06,现金不足，加仓80%现金 (obvious_undervalue),24.79,36.59,-0.7688,-0.4943,-0.2745,29.12,26.8,24.47,1003751,0.47,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/06/20,BUY,淮北矿业(600985),69700,628100,11.25,25.00,45.0,低估,当前价格低估55.0%，符合安全边际要求,784125.0,956.63,现金不足，加仓80%现金 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824704,1.07,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/08/15,BUY,长江电力(600900),17700,194900,27.63,39.00,70.8,低估,当前价格低估29.2%，但未达到安全边际要求,489051.0,596.64,加仓 10%持仓价值 (slight_undervalue),27.63,36.05,-0.0811,0.2531,-0.3342,31.31,29.5,27.7,5010882,0.94,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,电力,64.42,37.37,69.22,32.22
2025/09/05,SELL,赣锋锂业(002460),69400,69400,44.61,50.00,89.2,低估,当前价格低估10.8%，但未达到安全边际要求,3095934.0,6811.05,减仓 50% (fair_value),44.61,72.14,1.9689,0.8984,1.0706,42.58,34.48,26.38,4013993,1.34,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
2025/09/05,SELL,江西铜业(600362),114900,114900,29.39,33.00,89.1,低估,当前价格低估10.9%，但未达到安全边际要求,3376911.0,7496.74,减仓 50% (fair_value),29.39,74.42,1.3597,0.7397,0.62,27.6,23.35,19.1,4291980,1.58,上轨之上,✓,✓,✗,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,工业金属,70.61,38.45,76.29,33.57
2025/09/05,BUY,格力电器(000651),22700,136300,41.36,60.00,68.9,低估,当前价格低估31.1%，符合安全边际要求,938872.0,1126.65,加仓 20%持仓价值 (obvious_undervalue),41.36,36.46,0.0384,0.5618,-0.5234,49.05,45.83,42.6,4641196,1.28,下轨之下,✓,✓,✗,✗,✓,3/4,买入信号：价值比过滤器+2个买入维度,白色家电,73.16,39.39,77.81,34.98
2025/09/12,SELL,赣锋锂业(002460),34700,34700,46.57,50.00,93.1,低估,当前价格低估6.9%，但未达到安全边际要求,1615979.0,3555.15,减仓 50% (fair_value),46.57,74.61,2.5285,1.2244,1.3041,44.71,35.3,25.88,6157972,1.67,上轨之上,✓,✓,✓,✗,✓,3/4,卖出信号：价值比过滤器+2个卖出维度,能源金属,66.06,25.33,72.56,22.83
