日期,交易类型,股票名称,交易股票数量,交易后持仓数量,交易价格,DCF估值,价值比(%),估值状态,价值比描述,交易金额,手续费,交易原因,收盘价,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,价值比过滤器,超买超卖信号,RSI 极端信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值,RSI极端超买阈值,RSI极端超卖阈值
2024/05/17,卖出,江西铜业(600362),20700,20700,26.75,28.00,95.5,低估,当前价格低估4.5%，但未达到安全边际要求,553725.0,1229.27,减仓 50% (fair_value),26.75,74.04,2.2058,1.6239,0.582,29.23,21.96,14.69,1581554,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,工业金属,70.61,38.45,76.29,33.57
2024/06/28,卖出,中国神华(601088),22300,22300,44.37,45.00,98.6,低估,当前价格低估1.4%，但未达到安全边际要求,989451.0,2196.58,减仓 50% (fair_value),44.37,70.98,2.6671,2.4814,0.1857,44.99,40.62,36.26,1041641,0.89,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/07/05,卖出,中国神华(601088),17800,4500,45.1,45.00,100.2,高估,当前价格高估0.2%，存在估值风险,802780.0,1782.17,减仓 80% (slight_overvalue),45.1,72.6,2.7131,2.5278,0.1853,45.59,40.97,36.36,1073036,0.99,轨道之间,✓,✓,✗,✓,✗,3/4,卖出信号：价值比过滤器+2个卖出维度,煤炭开采,69.3,34.31,77.83,31.73
2024/08/23,买入,淮北矿业(600985),17300,104100,13.46,20.00,67.3,低估,当前价格低估32.7%，符合安全边际要求,232858.0,284.09,加仓 20%持仓价值 (obvious_undervalue),13.46,33.32,-0.8451,-0.3259,-0.5193,21.31,17.0,12.7,889856,1.16,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2024/09/13,买入,人福医药(600079),16000,48100,16.13,28.00,57.6,低估,当前价格低估42.4%，符合安全边际要求,258080.0,314.86,加仓 50%持仓价值 (extreme_undervalue),16.13,34.22,-0.64,-0.6949,0.0549,21.43,18.93,16.43,1253099,1.52,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+3个买入维度,化学制药,73.1,35.53,79.75,31.82
2025/02/21,买入,中国神华(601088),400,4900,35.38,45.00,78.6,低估,当前价格低估21.4%，但未达到安全边际要求,14152.0,19.44,加仓 10%持仓价值 (slight_undervalue),35.38,34.01,-0.6694,-0.0978,-0.5717,43.86,40.37,36.89,2593196,2.04,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/21,买入,陕西煤业(601225),33300,99900,19.53,40.00,48.8,低估,当前价格低估51.2%，符合安全边际要求,650349.0,793.43,加仓 50%持仓价值 (extreme_undervalue),19.53,32.0,-0.9825,-0.6068,-0.3757,26.38,23.2,20.02,2341010,1.82,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/02/28,买入,陕西煤业(601225),25100,125000,18.95,40.00,47.4,低估,当前价格低估52.6%，符合安全边际要求,475645.0,580.29,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入25100股),18.95,30.19,-1.1528,-0.716,-0.4368,26.39,22.88,19.36,2180008,1.23,下轨之下,✓,✓,✓,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/21,买入,中煤能源(601898),71000,213000,10.23,20.00,51.1,低估,当前价格低估48.9%，符合安全边际要求,726330.0,886.12,加仓 50%持仓价值 (extreme_undervalue),10.23,34.07,-0.6492,-0.4759,-0.1733,13.49,11.55,9.62,1912858,0.97,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/03/28,买入,中煤能源(601898),26800,239800,10.12,20.00,50.6,低估,当前价格低估49.4%，符合安全边际要求,271216.0,330.88,加仓 50%持仓价值 (extreme_undervalue) (受15%总仓位上限约束，实际买入26800股),10.12,33.19,-0.6614,-0.513,-0.1484,13.35,11.42,9.48,2312252,1.11,轨道之间,✓,✓,✗,✓,✗,3/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/04/11,买入,淮北矿业(600985),20800,124900,12.26,20.00,61.3,低估,当前价格低估38.7%，符合安全边际要求,255008.0,311.11,加仓 20%持仓价值 (obvious_undervalue),12.26,33.81,-0.5763,-0.5409,-0.0354,14.83,13.7,12.58,1072976,1.22,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
2025/06/20,买入,淮北矿业(600985),62400,187300,11.25,20.00,56.2,低估,当前价格低估43.8%，符合安全边际要求,702000.0,856.44,加仓 50%持仓价值 (extreme_undervalue),11.25,32.55,-0.6677,-0.6435,-0.0243,14.26,12.76,11.27,824703,1.07,下轨之下,✓,✓,✗,✓,✓,4/4,买入信号：价值比过滤器+2个买入维度,煤炭开采,69.3,34.31,77.83,31.73
